user_ID	average_path_to_allusers	Approximate diameter
104678	3.337312309744502	80.44921229948345
122297	3.785443102917536	
016439	4.026028662311455	
059284	3.8501214214864725	
071360	4.093990491500496	
132211	3.2704449840954952	
031568	4.122515990012655	
104816	4.116359407599959	
108727	3.791907514450867	
031318	3.9701747785340493	
052984	4.1136573519854975	
025554	4.717994322262886	
124039	4.133187399527995	
112861	4.673495912713343	
070734	4.661866812600472	
096995	3.7966617642028937	
013049	3.9945616855354515	
098685	4.071963607757294	
087153	3.901768307281869	
084919	3.641002838868557	
055860	4.133221602763621	
139088	4.559633341314088	
067650	3.7962171221397543	
027760	3.5896979854294218	
042576	4.25474569894312	
000357	4.299073092314533	
143984	3.9475664397852035	
077823	4.223996990115265	
005809	4.020692957553784	
064747	3.8261791565482093	
080849	3.6612853575948283	
144161	3.3310189143893014	
080150	3.6593699763997676	
031318	3.9701747785340493	
139118	3.522009782125389	
110982	4.447002086397373	
126605	4.136847145739987	
054243	4.048158155761535	
105809	4.49522864863016	
089060	4.456818415022061	
019995	4.134179293361152	
024082	4.228922256045422	
106341	4.120976844409481	
021917	3.8508396894346206	
029642	3.573588261449533	
068180	4.141225159900126	
056981	4.200020521941376	
040403	3.85443102917536	
001183	3.8062044669425728	
124383	3.732770120053357	
070181	3.416698019632657	
092458	3.751787119061463	
098144	4.161986523925163	
043118	3.846803707630742	
127751	4.16455176659712	
074885	4.289222560454219	
056614	4.328351062010467	
101909	3.7401238157129666	
072911	3.8052809795806684	
001998	3.988678729007764	
097177	4.543592023805452	
141631	3.5639771522386017	
057184	4.282450319800253	
008234	3.8170468926360432	
055405	4.567534288743715	
112447	4.646099120976844	
100764	4.692136676129562	
032398	4.349933303690529	
053012	4.3184663269145265	
109552	4.203714471388993	
125714	4.378903444265828	
128297	3.8674624619489	
123622	4.39480794883196	
052973	3.546601908540548	
122204	4.209700037623559	
143188	4.372507439203749	
084208	3.382528987242193	
069833	4.918151657146766	
009972	4.813831788487191	
084521	3.6631665355542635	
034768	4.457810308855218	
057807	3.9346718199541675	
092539	3.299073092314533	
088074	3.405513561582926	
144923	3.886342648014502	
125448	4.444881485788556	
052511	3.8606902212949343	
059255	3.8594931080480213	
129304	3.8250846530081746	
012110	4.7956356671341105	
093847	4.541574032903513	
132781	4.43653589629579	
009246	4.049218456065944	
021881	4.130040701850395	
005953	4.775284741936587	
131645	4.0404282245100385	
142786	3.8705407531552485	
103070	3.684338338406813	
090867	4.8321647227827755	
088945	4.336970277388241	
059947	4.088723193214078	
000631	3.6744878065464994	
120479	3.6996955912029277	
122412	4.655470807538393	
047988	3.46400109450354	
082303	3.225980777781578	
017075	3.755788897629716	
033643	3.4012381571296646	
067850	3.964497041420118	
119576	4.076375825153059	
008999	3.6180866709990767	
061596	4.57817149502343	
091536	4.570886205835072	
023116	3.8819988370899887	
061248	4.138112665458152	
098097	4.002154803844443	
088373	4.860211375996169	
094780	3.4219311146834492	
025077	4.409754762800561	
066387	3.5449943564661215	
136503	4.115606936416185	
060555	3.7213120361186167	
119502	3.70055067209358	
072356	3.842220474056846	
086982	3.7503163799295414	
115559	3.9638471799432224	
130548	3.9232479392550537	
000058	4.088723193214078	
132027	3.7937544891746757	
112141	3.8959537572254335	
024521	4.42025515613777	
083361	3.6147347539077197	
081705	3.4456339569723298	
093280	4.282792352156514	
005448	4.334405034716284	
001056	4.168485138694121	
025501	3.1580189485925367	
082290	3.958956117248692	
108059	4.872045695522797	
090738	4.187467934466601	
132740	4.542771146150426	
016883	4.0029414782638435	
027621	4.322228682833396	
102807	3.8761500837979272	
082647	3.7641686903581077	
089402	3.239149023497623	
004884	4.322057666655265	
144612	3.968498819988371	
098189	3.7303074870882784	
011516	4.307829120634812	
064555	3.8016212333686767	
116141	3.7633478127030817	
063794	4.41317508636317	
061460	4.712829633683347	
097876	3.9334747067072544	
116903	4.410883469576222	
144308	3.7453569107637583	
122111	4.575914081472107	
127305	4.5625064131066795	
145097	3.8512501282621336	
145319	3.519273523275302	
011220	4.095221807983036	
127793	4.253788008345589	
105009	3.682286144269248	
115787	4.267366692889147	
136138	4.65759140814721	
138731	4.043882751308273	
098064	4.115812155829942	
102433	3.6996955912029277	
133255	4.592536853986387	
054127	3.9077538735164348	
002890	3.8996819099086775	
080919	3.763039983582447	
046458	3.952560112186613	
033956	4.110921093135411	
117143	3.7272633991175566	
008339	6.445668160207956	
123259	3.6636453808530285	
140507	3.6839278995793	
062847	3.1153333105311765	
029222	4.079146287238773	
145328	4.0061907856483225	
058149	4.6507165577863665	
126135	3.998016212333687	
145314	4.030201457057838	
086984	4.003864965625748	
004066	2.9105927420734004	
074942	3.550808906522557	
027449	5.1136915552211235	
007482	4.058008687621849	
050455	4.596367616376509	
066310	4.208229298491637	
083449	3.5250880733317373	
011723	3.8315832677771318	
053029	3.884016827991928	
088015	4.502821766939152	
087983	4.257071518965694	
124488	3.7836645346649793	
052824	4.001299722953791	
132253	4.121387283236994	
083382	3.6925471149570748	
052606	4.118445804973151	
136518	3.664466258508055	
006902	4.165475253959024	
108427	3.8792967814755275	
000177	3.7924889694565107	
062051	4.3900879023155595	
111253	4.152649040599241	
106362	4.312583370386839	
077896	4.695933235284058	
065556	3.8758422546772926	
057213	3.1544618120874235	
025153	4.091733077949174	
125830	3.697472380887232	
101641	4.176215069945616	
052776	3.792591579163389	
092616	3.94838731744023	
138128	4.49584430687143	
064701	3.211478605876116	
012571	3.8643841707425524	
141706	4.019359031364367	
054721	4.039880972740021	
116194	4.166398741320929	
001956	4.0287307179259155	
106161	4.109655573417245	
109392	4.2301535725279615	
142894	4.199815302527619	
117282	4.099873448028183	
132101	4.569723295823785	
120745	3.799090193932346	
071581	3.7928310018127713	
032143	5.078291206348121	
133832	3.8598009371686564	
097171	4.385436262270411	
000219	4.279714060950166	
138638	3.738071621575401	
120214	3.6305708520025997	
075278	3.8254608886000616	
132179	4.747922153435715	
085614	3.951157779525943	
115932	3.9987002770462086	
080468	4.5149981188220405	
000030	4.217156342990047	
069157	4.430174094469336	
130391	4.163012620993946	
017504	4.27967985771454	
035937	3.862674008961248	
124365	3.9020419331668776	
139680	4.336970277388241	
009972	4.813831788487191	
035793	3.35482436638506	
094757	3.958340459007422	
079753	3.7806546499298834	
101269	3.8436228067175153	
119129	3.4732701713582106	
114705	3.738140028046653	
088859	4.41351711871943	
008333	3.782706844067449	
112475	4.311249444197421	
014446	3.443137120771625	
008494	3.885932209186989	
116508	3.4022984574340733	
048181	4.263091288435886	
028151	3.7413893354311316	
050811	3.464479939802305	
052336	4.373225707151897	
100345	4.671101686219516	
090781	3.5820706638848034	
069574	3.809351164620173	
129089	4.351438246058077	
083089	3.7067756609775286	
122589	3.984540137497007	
093367	4.70588637685125	
090515	3.8573041009679514	
005814	3.680131340424804	
066448	3.9967164893798954	
066938	3.9664124226151793	
103293	3.7544891746759244	
000696	4.431439614187502	
083058	3.8353114204603758	
004007	3.860929643944317	
006822	4.361425590860896	
003572	3.9182884700892706	
034759	4.596401819612136	
