user_id	degree	average_degree
072226	76.0	
116718	76.0	
063727	76.0	
000014	76.0	
012487	76.0	
083666	76.0	
110429	75.0	
064546	75.0	
112918	75.0	
089404	75.0	
102939	75.0	
117851	75.0	
121264	75.0	
132447	75.0	
002569	74.0	
112928	74.0	
116919	74.0	
144195	74.0	
052739	74.0	
097764	74.0	
083191	74.0	
080225	73.0	
072142	73.0	
064532	73.0	
011482	73.0	
134380	73.0	
062029	73.0	
109022	73.0	
062050	72.0	
110494	72.0	
088352	71.0	
113616	71.0	
079730	71.0	
083056	71.0	
083625	71.0	
120945	71.0	
090682	71.0	
074873	71.0	
106764	71.0	
044839	71.0	
099721	70.0	
029632	70.0	
065778	70.0	
062725	70.0	
118352	70.0	
118059	70.0	
090925	70.0	
066426	70.0	
124234	70.0	
095229	70.0	
097064	69.0	
097882	69.0	
090759	69.0	
090878	69.0	
082293	69.0	
102827	68.0	
128600	68.0	
069573	68.0	
131164	68.0	
013245	68.0	
101027	68.0	
052632	68.0	
025557	67.0	
102285	67.0	
074248	67.0	
085600	67.0	
013939	67.0	
090983	67.0	
080165	67.0	
086404	67.0	
111491	67.0	
132058	67.0	
106046	67.0	
018293	67.0	
046104	66.0	
080095	66.0	
090652	66.0	
119628	66.0	
083620	66.0	
090721	66.0	
126817	66.0	
118319	66.0	
134811	66.0	
002497	65.0	
080580	65.0	
084843	65.0	
006484	65.0	
075001	65.0	
090454	65.0	
110906	65.0	
080740	65.0	
134241	65.0	
117911	65.0	
032217	65.0	
122407	65.0	
083626	65.0	
025014	65.0	
139942	64.0	
089402	64.0	
091990	64.0	
059336	64.0	
128886	64.0	
000844	64.0	
001933	64.0	
121333	64.0	
064701	63.0	
115678	63.0	
090289	63.0	
073963	63.0	
112993	63.0	
119580	63.0	
024771	63.0	
074861	63.0	
132460	63.0	
037685	62.0	
134758	62.0	
033817	62.0	
123107	62.0	
027267	62.0	
078801	62.0	
057213	62.0	
072217	62.0	
065788	61.0	
100065	61.0	
060048	61.0	
029636	61.0	
060151	61.0	
111718	61.0	
008407	61.0	
030943	61.0	
104925	61.0	
116895	61.0	
090251	61.0	
092459	61.0	
142259	61.0	
132414	61.0	
126705	61.0	
027848	61.0	
122023	61.0	
043425	60.0	
087000	60.0	
029882	60.0	
092690	60.0	
079741	60.0	
110489	60.0	
052623	60.0	
008935	60.0	
083088	60.0	
000722	60.0	
033321	60.0	
005632	60.0	
139908	60.0	
143716	60.0	
122418	60.0	
113353	60.0	
090228	60.0	
077449	60.0	
016460	59.0	
133159	59.0	
121779	59.0	
055593	59.0	
013472	59.0	
066231	59.0	
064503	59.0	
029581	59.0	
116360	59.0	
011083	59.0	
098899	59.0	
119577	59.0	
077870	58.0	
132464	58.0	
146168	58.0	
124576	58.0	
131767	58.0	
089911	58.0	
069404	58.0	
096787	58.0	
111001	58.0	
142603	58.0	
062724	58.0	
128740	58.0	
107017	58.0	
140148	58.0	
094780	58.0	
112947	57.0	
071710	57.0	
054515	57.0	
079794	57.0	
116446	57.0	
029597	57.0	
113216	57.0	
029404	57.0	
049883	57.0	
144323	57.0	
001446	57.0	
102292	56.0	
127604	56.0	
007549	56.0	
049997	56.0	
063040	56.0	
083050	56.0	
061858	56.0	
126247	56.0	
132405	56.0	
086848	56.0	
069673	56.0	
013871	56.0	
057989	56.0	
054909	56.0	
003745	56.0	
127408	56.0	
027854	56.0	
001946	56.0	
120538	56.0	
082143	56.0	
065883	56.0	
099566	55.0	
072221	55.0	
101722	55.0	
090775	55.0	
082198	55.0	
083744	55.0	
019596	55.0	
057601	55.0	
112379	55.0	
020874	55.0	
062718	55.0	
116229	55.0	
117152	55.0	
080320	55.0	
142977	55.0	
053825	54.0	
037284	54.0	
127873	54.0	
143871	54.0	
067029	54.0	
066404	54.0	
116643	54.0	
095898	54.0	
029631	54.0	
064554	54.0	
045011	54.0	
080183	54.0	
026398	54.0	
056217	54.0	
142320	54.0	
025501	54.0	
070958	54.0	
052651	53.0	
120277	53.0	
090232	53.0	
006365	53.0	
055177	53.0	
089819	53.0	
066265	53.0	
113171	53.0	
003457	53.0	
062916	53.0	
061923	53.0	
070900	53.0	
054818	53.0	
064606	52.0	
072225	52.0	
111363	52.0	
036286	52.0	
028592	52.0	
102934	52.0	
062208	52.0	
131754	52.0	
108996	52.0	
142553	52.0	
027716	52.0	
049191	51.0	
072206	51.0	
080067	51.0	
111492	51.0	
126824	51.0	
075523	51.0	
118313	51.0	
091981	51.0	
096829	51.0	
082303	51.0	
054464	51.0	
083495	51.0	
057702	51.0	
029591	51.0	
000646	51.0	
029606	51.0	
037419	50.0	
014139	50.0	
141589	50.0	
077436	50.0	
011914	50.0	
144833	50.0	
116527	50.0	
134985	50.0	
082387	50.0	
002498	50.0	
069408	50.0	
018170	50.0	
052870	50.0	
100409	50.0	
081705	49.0	
121432	49.0	
033307	49.0	
098887	49.0	
086759	49.0	
064740	49.0	
057180	49.0	
111311	49.0	
070181	49.0	
000003	49.0	
012421	49.0	
089446	49.0	
112251	49.0	
033588	49.0	
107145	49.0	
096515	49.0	
019186	49.0	
121708	49.0	
088595	49.0	
136967	48.0	
080789	48.0	
090601	48.0	
126807	48.0	
117822	48.0	
055511	48.0	
060860	48.0	
102236	48.0	
000017	48.0	
004027	48.0	
020116	48.0	
103371	48.0	
049987	48.0	
077946	48.0	
018216	48.0	
064533	48.0	
018394	48.0	
117160	48.0	
098675	48.0	
132670	48.0	
028867	48.0	
093043	48.0	
131741	48.0	
007618	48.0	
116813	48.0	
135374	47.0	
089741	47.0	
055124	47.0	
062861	47.0	
101090	47.0	
131001	47.0	
029988	47.0	
113005	47.0	
130941	47.0	
137742	47.0	
013246	47.0	
112817	47.0	
000878	47.0	
077178	47.0	
119305	47.0	
131997	47.0	
098900	47.0	
118525	47.0	
085246	47.0	
090413	47.0	
119803	47.0	
121307	47.0	
119626	47.0	
121315	47.0	
121332	47.0	
136041	47.0	
134892	47.0	
013962	47.0	
134909	47.0	
127042	47.0	
082725	47.0	
118546	47.0	
084851	47.0	
090377	46.0	
035793	46.0	
093355	46.0	
092537	46.0	
010314	46.0	
018064	46.0	
139099	46.0	
088982	46.0	
097143	46.0	
074328	46.0	
007390	46.0	
009583	46.0	
031351	46.0	
141598	46.0	
145376	46.0	
120417	46.0	
062573	46.0	
070522	46.0	
117153	46.0	
142193	46.0	
128904	46.0	
061736	45.0	
014076	45.0	
122767	45.0	
088082	45.0	
063790	45.0	
032593	45.0	
029560	45.0	
090614	45.0	
065384	45.0	
111258	45.0	
135129	45.0	
083023	45.0	
074072	45.0	
119205	45.0	
065597	45.0	
005724	45.0	
001923	45.0	
094836	45.0	
025632	45.0	
065386	45.0	
052622	45.0	
087521	45.0	
072210	45.0	
096657	45.0	
007633	44.0	
021990	44.0	
001777	44.0	
018508	44.0	
139631	44.0	
037637	44.0	
120484	44.0	
082170	44.0	
056594	44.0	
114618	44.0	
055495	44.0	
060847	44.0	
144050	44.0	
019079	44.0	
123711	44.0	
092539	44.0	
024224	44.0	
033643	44.0	
124357	44.0	
116873	44.0	
131752	44.0	
085259	44.0	
092470	43.0	
059367	43.0	
132428	43.0	
007799	43.0	
145281	43.0	
072355	43.0	
047449	43.0	
013909	43.0	
074386	43.0	
009864	43.0	
052631	43.0	
060904	43.0	
052173	43.0	
100463	43.0	
089623	43.0	
125493	43.0	
121827	43.0	
090606	43.0	
071599	43.0	
050779	43.0	
090737	43.0	
000545	43.0	
080541	43.0	
097686	43.0	
112097	43.0	
002354	43.0	
122006	43.0	
019645	43.0	
029627	43.0	
109210	43.0	
006300	42.0	
056379	42.0	
029580	42.0	
089909	42.0	
092027	42.0	
001036	42.0	
066305	42.0	
052610	42.0	
028110	42.0	
071030	42.0	
106182	42.0	
145039	42.0	
023624	42.0	
038780	42.0	
062728	42.0	
034542	42.0	
016844	42.0	
127243	42.0	
115236	42.0	
118859	42.0	
011618	42.0	
088154	42.0	
137481	42.0	
008091	42.0	
062931	42.0	
018786	42.0	
016224	42.0	
105236	41.0	
101623	41.0	
130141	41.0	
016568	41.0	
096629	41.0	
096759	41.0	
007380	41.0	
029562	41.0	
131468	41.0	
008080	41.0	
012338	41.0	
075789	41.0	
090837	41.0	
090622	41.0	
111301	41.0	
103512	41.0	
109140	41.0	
029409	41.0	
049994	41.0	
019624	41.0	
125138	41.0	
079296	41.0	
093812	41.0	
080295	41.0	
104980	41.0	
089815	41.0	
102784	41.0	
061868	41.0	
016757	40.0	
143690	40.0	
024493	40.0	
056493	40.0	
090330	40.0	
111227	40.0	
017368	40.0	
092330	40.0	
027414	40.0	
061539	40.0	
029415	40.0	
061859	40.0	
125695	40.0	
053120	40.0	
125723	40.0	
062443	40.0	
002503	40.0	
002500	40.0	
084075	40.0	
054694	40.0	
143527	40.0	
011975	40.0	
132458	40.0	
082297	40.0	
028373	40.0	
109850	40.0	
130259	40.0	
026593	40.0	
143851	40.0	
131739	40.0	
026707	40.0	
123678	40.0	
089821	40.0	
145797	40.0	
054169	40.0	
053468	39.0	
029570	39.0	
006890	39.0	
131712	39.0	
029588	39.0	
034539	39.0	
003051	39.0	
031547	39.0	
028219	39.0	
005901	39.0	
011865	39.0	
008154	39.0	
091997	39.0	
131991	39.0	
053445	39.0	
006567	39.0	
035581	39.0	
064508	39.0	
090632	39.0	
112553	39.0	
083761	39.0	
097765	39.0	
062712	39.0	
052569	39.0	
021682	39.0	
077391	39.0	
067619	39.0	
112598	39.0	
007330	39.0	
131788	39.0	
058095	39.0	
124089	39.0	
009995	39.0	
119665	39.0	
116889	39.0	
089406	39.0	
058502	39.0	
085046	39.0	
084450	39.0	
031533	39.0	
132452	39.0	
091583	39.0	
062684	39.0	
027849	38.0	
019521	38.0	
119482	38.0	
011800	38.0	
034708	38.0	
102799	38.0	
103175	38.0	
138431	38.0	
012170	38.0	
019302	38.0	
077187	38.0	
090481	38.0	
077855	38.0	
141571	38.0	
085333	38.0	
116537	38.0	
013209	38.0	
101403	38.0	
056284	38.0	
052828	38.0	
052243	38.0	
060881	38.0	
110182	38.0	
059416	38.0	
140949	38.0	
088496	38.0	
129832	38.0	
097674	38.0	
097675	38.0	
078920	38.0	
091980	38.0	
103700	38.0	
105653	38.0	
098480	38.0	
142628	38.0	
127073	38.0	
055118	38.0	
049988	38.0	
098901	38.0	
067143	37.0	
090595	37.0	
088096	37.0	
034504	37.0	
065006	37.0	
067312	37.0	
118038	37.0	
015539	37.0	
013248	37.0	
140990	37.0	
079267	37.0	
019120	37.0	
070765	37.0	
101154	37.0	
007507	37.0	
040475	37.0	
079771	37.0	
061441	37.0	
020172	37.0	
081680	37.0	
101523	37.0	
111267	37.0	
036966	37.0	
130286	37.0	
005346	37.0	
013778	37.0	
063207	37.0	
005976	37.0	
069775	37.0	
104939	37.0	
095679	37.0	
089453	37.0	
034553	37.0	
053707	37.0	
116755	37.0	
011859	37.0	
080200	37.0	
077019	36.0	
070286	36.0	
096805	36.0	
083815	36.0	
144182	36.0	
029376	36.0	
109307	36.0	
015726	36.0	
077168	36.0	
056073	36.0	
113067	36.0	
138768	36.0	
077150	36.0	
092407	36.0	
143656	36.0	
120326	36.0	
016988	36.0	
099742	36.0	
027474	36.0	
116652	36.0	
029611	36.0	
117885	36.0	
060632	36.0	
124543	36.0	
070205	36.0	
105827	36.0	
090626	36.0	
114439	36.0	
012624	36.0	
103311	36.0	
029647	36.0	
114988	36.0	
113440	36.0	
034467	36.0	
102797	35.0	
084510	35.0	
125779	35.0	
042475	35.0	
003184	35.0	
132457	35.0	
081841	35.0	
100757	35.0	
061902	35.0	
079543	35.0	
108412	35.0	
064602	35.0	
098829	35.0	
143880	35.0	
139070	35.0	
062626	35.0	
087772	35.0	
132059	35.0	
008346	35.0	
132051	35.0	
082316	35.0	
055394	35.0	
084648	35.0	
121391	35.0	
000299	35.0	
013035	35.0	
000721	35.0	
121448	35.0	
002209	35.0	
034502	35.0	
002729	35.0	
069518	35.0	
112255	35.0	
049192	35.0	
141003	35.0	
008251	34.0	
118593	34.0	
083398	34.0	
084661	34.0	
096754	34.0	
000618	34.0	
014446	34.0	
102633	34.0	
005234	34.0	
092489	34.0	
112595	34.0	
059282	34.0	
050001	34.0	
100787	34.0	
124479	34.0	
127876	34.0	
062860	34.0	
007600	34.0	
098368	34.0	
145179	34.0	
052688	34.0	
097766	34.0	
132604	34.0	
084636	34.0	
029583	34.0	
132455	34.0	
060880	34.0	
008550	34.0	
114639	34.0	
013235	34.0	
026818	34.0	
060162	34.0	
027959	34.0	
062914	34.0	
001625	34.0	
027519	34.0	
112778	34.0	
117228	34.0	
017546	34.0	
120196	34.0	
055971	34.0	
079060	34.0	
121823	34.0	
030794	34.0	
089343	34.0	
121813	34.0	
016653	34.0	
058816	34.0	
021939	34.0	
122055	34.0	
103355	34.0	
120004	34.0	
061995	33.0	
072208	33.0	
056257	33.0	
032284	33.0	
101336	33.0	
064600	33.0	
034503	33.0	
027029	33.0	
021227	33.0	
009911	33.0	
058282	33.0	
119562	33.0	
089754	33.0	
084909	33.0	
013406	33.0	
116673	33.0	
035938	33.0	
049990	33.0	
083240	33.0	
076617	33.0	
137254	33.0	
127146	33.0	
124053	33.0	
001987	33.0	
018162	33.0	
001613	33.0	
139967	33.0	
100396	33.0	
103272	33.0	
101015	33.0	
135538	33.0	
117871	33.0	
072858	33.0	
039652	33.0	
135670	33.0	
135387	33.0	
077604	33.0	
064699	33.0	
119750	33.0	
064669	33.0	
105697	33.0	
023489	33.0	
041727	33.0	
082263	33.0	
041541	33.0	
099875	33.0	
007485	33.0	
028955	33.0	
119443	33.0	
062320	32.0	
000895	32.0	
029633	32.0	
127920	32.0	
026128	32.0	
090663	32.0	
088229	32.0	
078990	32.0	
104806	32.0	
133464	32.0	
056816	32.0	
097729	32.0	
116886	32.0	
072207	32.0	
112552	32.0	
115733	32.0	
079070	32.0	
020430	32.0	
016958	32.0	
084863	32.0	
033123	32.0	
129788	32.0	
092994	32.0	
069526	32.0	
099604	32.0	
124029	32.0	
027192	32.0	
097763	32.0	
098898	32.0	
083153	32.0	
112671	32.0	
142254	32.0	
104366	32.0	
056134	32.0	
090865	32.0	
132449	32.0	
142404	32.0	
084692	32.0	
110491	32.0	
034491	32.0	
145531	32.0	
059994	32.0	
090943	32.0	
012734	32.0	
123523	32.0	
052509	32.0	
115018	32.0	
138732	32.0	
074766	32.0	
016649	32.0	
041228	32.0	
118180	32.0	
063537	32.0	
143136	32.0	
100719	32.0	
097730	32.0	
139178	31.0	
019065	31.0	
109993	31.0	
025878	31.0	
123642	31.0	
110343	31.0	
144810	31.0	
104810	31.0	
083718	31.0	
067612	31.0	
112891	31.0	
088179	31.0	
132421	31.0	
120086	31.0	
074984	31.0	
116811	31.0	
001252	31.0	
135116	31.0	
019223	31.0	
093338	31.0	
120943	31.0	
089398	31.0	
090284	31.0	
090701	31.0	
081858	31.0	
120938	31.0	
129912	31.0	
055966	31.0	
134739	31.0	
012490	31.0	
095035	31.0	
110822	31.0	
113365	31.0	
072212	31.0	
092476	31.0	
011841	31.0	
008216	31.0	
090640	31.0	
097741	31.0	
090460	31.0	
071702	31.0	
002825	31.0	
071703	31.0	
016736	31.0	
074175	31.0	
060049	31.0	
137973	31.0	
121696	31.0	
007691	31.0	
122908	30.0	
059967	30.0	
080887	30.0	
029712	30.0	
122173	30.0	
001019	30.0	
015053	30.0	
012251	30.0	
123894	30.0	
039240	30.0	
062016	30.0	
009169	30.0	
102782	30.0	
122489	30.0	
120463	30.0	
009840	30.0	
083813	30.0	
070828	30.0	
011085	30.0	
115128	30.0	
116468	30.0	
127179	30.0	
076075	30.0	
071975	30.0	
121449	30.0	
119325	30.0	
087923	30.0	
052609	30.0	
126577	30.0	
090677	30.0	
082427	30.0	
076352	30.0	
139018	30.0	
104975	30.0	
061722	30.0	
135848	30.0	
069114	30.0	
082642	30.0	
027750	30.0	
119933	30.0	
002046	30.0	
107986	30.0	
097708	30.0	
112266	30.0	
128783	30.0	
090117	30.0	
022182	30.0	
118056	30.0	
062866	30.0	
011746	30.0	
090654	30.0	
028411	30.0	
029212	29.0	
083344	29.0	
100014	29.0	
007271	29.0	
083061	29.0	
132426	29.0	
024449	29.0	
081467	29.0	
124499	29.0	
001684	29.0	
110830	29.0	
114932	29.0	
110869	29.0	
050813	29.0	
021630	29.0	
012626	29.0	
083685	29.0	
024024	29.0	
082240	29.0	
128228	29.0	
093349	29.0	
006265	29.0	
022085	29.0	
130618	29.0	
049336	29.0	
127696	29.0	
016600	29.0	
134162	29.0	
098066	29.0	
072170	29.0	
033258	29.0	
118061	29.0	
108540	29.0	
028208	29.0	
075203	29.0	
103690	29.0	
105000	29.0	
010779	29.0	
049348	29.0	
039184	29.0	
127446	29.0	
112069	29.0	
124010	29.0	
069410	29.0	
132211	29.0	
130652	29.0	
082487	29.0	
131731	29.0	
121309	29.0	
121377	29.0	
143295	29.0	
140912	29.0	
061104	29.0	
137543	29.0	
025629	29.0	
052571	29.0	
085698	29.0	
070202	29.0	
032497	29.0	
136690	28.0	
090509	28.0	
141702	28.0	
001380	28.0	
121081	28.0	
006316	28.0	
029407	28.0	
055531	28.0	
034550	28.0	
021913	28.0	
011550	28.0	
125583	28.0	
084862	28.0	
115264	28.0	
099719	28.0	
010685	28.0	
141588	28.0	
029629	28.0	
070078	28.0	
003522	28.0	
117882	28.0	
016556	28.0	
118362	28.0	
072205	28.0	
130695	28.0	
132454	28.0	
123351	28.0	
089422	28.0	
082314	28.0	
138182	28.0	
062905	28.0	
016474	28.0	
097685	28.0	
017394	28.0	
027402	28.0	
090915	28.0	
027058	28.0	
132004	28.0	
122727	28.0	
145107	28.0	
083616	28.0	
122439	28.0	
047100	28.0	
104678	28.0	
108674	28.0	
030022	28.0	
018229	28.0	
140737	28.0	
072091	28.0	
084890	28.0	
120167	28.0	
090281	28.0	
137317	28.0	
090740	28.0	
027630	28.0	
115599	28.0	
090194	28.0	
065102	28.0	
032176	28.0	
084905	28.0	
127423	28.0	
090187	28.0	
121001	28.0	
108739	27.0	
061486	27.0	
007262	27.0	
103079	27.0	
090631	27.0	
128683	27.0	
050000	27.0	
029607	27.0	
086094	27.0	
129961	27.0	
095518	27.0	
088493	27.0	
118857	27.0	
082896	27.0	
072211	27.0	
001836	27.0	
113081	27.0	
003187	27.0	
135100	27.0	
128255	27.0	
130554	27.0	
126393	27.0	
006273	27.0	
126458	27.0	
079293	27.0	
010336	27.0	
087379	27.0	
001774	27.0	
065992	27.0	
090881	27.0	
126730	27.0	
097745	27.0	
002538	27.0	
108980	27.0	
090900	27.0	
064495	27.0	
133490	27.0	
086804	27.0	
103184	27.0	
098621	27.0	
098075	27.0	
088815	27.0	
083115	27.0	
096273	27.0	
033434	27.0	
088278	27.0	
076935	27.0	
123574	27.0	
124209	27.0	
054161	27.0	
124411	27.0	
101609	27.0	
028453	27.0	
089894	27.0	
089391	27.0	
118949	27.0	
007946	27.0	
125287	27.0	
029931	27.0	
105596	27.0	
012506	27.0	
014478	27.0	
084881	27.0	
122495	27.0	
076067	27.0	
052672	27.0	
075819	27.0	
138882	27.0	
142591	27.0	
116474	27.0	
102600	27.0	
115916	27.0	
123840	27.0	
122128	27.0	
063411	27.0	
090116	27.0	
000926	27.0	
132436	26.0	
117887	26.0	
000589	26.0	
018240	26.0	
010852	26.0	
038872	26.0	
100568	26.0	
027764	26.0	
066475	26.0	
018565	26.0	
082301	26.0	
113642	26.0	
102786	26.0	
035794	26.0	
121900	26.0	
009831	26.0	
120825	26.0	
101454	26.0	
126796	26.0	
066190	26.0	
084711	26.0	
084038	26.0	
097247	26.0	
133194	26.0	
084664	26.0	
068067	26.0	
119099	26.0	
083349	26.0	
136988	26.0	
007070	26.0	
090749	26.0	
005316	26.0	
013431	26.0	
116112	26.0	
117413	26.0	
053951	26.0	
140564	26.0	
139198	26.0	
069369	26.0	
131650	26.0	
100342	26.0	
127302	26.0	
025845	26.0	
084732	26.0	
035864	26.0	
097739	26.0	
033519	26.0	
101659	26.0	
019644	26.0	
006859	26.0	
038714	26.0	
054561	26.0	
007834	26.0	
126914	26.0	
116640	26.0	
117683	26.0	
091606	26.0	
011892	26.0	
055534	26.0	
026476	26.0	
082895	26.0	
145267	26.0	
145655	26.0	
017580	26.0	
099905	26.0	
027821	26.0	
014307	26.0	
000277	26.0	
009488	26.0	
116464	26.0	
011767	26.0	
064496	26.0	
117124	26.0	
026508	26.0	
009585	26.0	
089710	26.0	
109634	26.0	
090443	26.0	
103112	26.0	
144393	26.0	
097046	26.0	
083672	26.0	
089662	26.0	
110959	26.0	
018763	25.0	
132797	25.0	
123464	25.0	
087475	25.0	
011883	25.0	
008197	25.0	
028876	25.0	
024259	25.0	
122024	25.0	
012989	25.0	
074929	25.0	
125807	25.0	
071018	25.0	
139642	25.0	
010527	25.0	
127349	25.0	
098659	25.0	
136060	25.0	
003516	25.0	
083286	25.0	
140913	25.0	
084727	25.0	
015116	25.0	
011948	25.0	
125792	25.0	
100675	25.0	
090034	25.0	
059979	25.0	
097760	25.0	
087420	25.0	
076368	25.0	
116625	25.0	
089415	25.0	
063457	25.0	
109425	25.0	
143035	25.0	
000355	25.0	
090678	25.0	
123732	25.0	
084506	25.0	
054104	25.0	
001353	25.0	
088098	25.0	
116531	25.0	
132180	25.0	
083930	25.0	
082563	25.0	
086496	25.0	
028872	25.0	
052977	25.0	
084483	25.0	
098997	25.0	
113551	25.0	
090423	25.0	
101986	25.0	
006233	25.0	
117593	25.0	
068138	25.0	
090714	25.0	
140499	25.0	
007449	25.0	
145533	25.0	
006250	25.0	
063486	25.0	
075850	25.0	
004137	25.0	
090468	25.0	
065338	25.0	
090922	25.0	
070031	25.0	
027727	25.0	
029358	25.0	
074331	25.0	
118916	25.0	
001450	25.0	
028881	25.0	
129236	25.0	
136903	25.0	
119316	25.0	
009067	25.0	
101334	24.0	
120293	24.0	
