000001	000002	21
000001	000003	5
000001	000004	1
000001	000008	5
000001	000009	3
000001	001270	1
000001	001350	1
000001	002879	1
000001	003932	1
000001	007651	1
000001	008143	3
000001	009526	1
000001	010144	1
000001	011063	1
000001	011435	2
000001	011637	1
000001	011733	4
000001	013114	11
000001	013233	1
000001	018064	1
000001	018216	1
000001	019659	1
000001	019893	1
000001	021392	1
000001	024761	1
000001	028650	1
000001	029625	6
000001	029627	1
000001	029629	1
000001	029636	1
000001	029647	1
000001	030535	1
000001	031384	1
000001	031627	1
000001	032921	1
000001	034458	1
000001	036055	2
000001	040475	1
000001	041228	3
000001	041585	1
000001	048882	1
000001	050741	1
000001	051962	1
000001	051963	1
000001	056631	1
000001	057031	1
000001	057601	2
000001	058670	1
000001	060847	1
000001	061672	1
000001	062811	1
000001	062956	1
000001	064701	1
000001	065855	1
000001	065910	1
000001	066457	1
000001	068617	1
000001	069315	1
000001	069319	1
000001	070126	1
000001	070489	1
000001	071030	1
000001	071035	1
000001	071832	1
000001	072142	1
000001	072231	1
000001	074978	2
000001	076335	1
000001	079208	1
000001	079300	1
000001	079717	1
000001	080277	1
000001	080278	1
000001	080780	2
000001	080887	1
000001	081164	2
000001	081857	1
000001	081858	1
000001	081918	1
000001	082608	1
000001	082898	1
000001	083044	2
000001	083074	1
000001	083271	1
000001	083476	1
000001	083718	1
000001	084060	1
000001	084186	1
000001	085692	1
000001	085698	1
000001	088871	1
000001	089351	1
000001	089487	1
000001	089929	1
000001	090301	1
000001	090673	1
000001	090676	1
000001	090770	1
000001	090775	2
000001	092040	1
000001	092041	1
000001	092764	1
000001	093127	1
000001	095913	1
000001	095918	1
000001	096302	1
000001	097260	1
000001	097730	2
000001	098179	1
000001	098313	1
000001	098658	1
000001	101063	1
000001	101066	1
000001	102244	1
000001	102934	1
000001	103155	1
000001	103311	1
000001	105119	1
000001	105261	1
000001	105284	4
000001	105697	1
000001	106164	1
000001	106925	1
000001	108230	1
000001	110871	1
000001	111260	1
000001	111289	1
000001	111382	1
000001	113035	1
000001	113440	1
000001	114650	6
000001	114716	1
000001	116176	2
000001	116519	1
000001	117160	7
000001	117207	1
000001	118175	1
000001	118393	1
000001	118637	1
000001	118949	1
000001	119119	1
000001	119583	1
000001	119629	1
000001	119764	1
000001	119766	1
000001	119800	1
000001	120437	1
000001	120581	1
000001	120777	1
000001	120870	1
000001	121333	1
000001	121448	4
000001	121449	1
000001	121916	1
000001	121918	1
000001	123222	2
000001	124394	1
000001	127277	1
000001	128425	1
000001	128909	1
000001	129038	2
000001	129236	2
000001	130115	1
000001	130950	1
000001	131364	1
000001	132431	1
000001	132437	1
000001	132461	1
000001	132923	1
000001	133282	1
000001	136988	2
000001	139070	1
000001	139101	1
000001	139369	1
000001	139942	1
000001	140472	1
000001	140760	1
000001	141576	1
000001	142832	1
000001	143459	1
000001	145798	1
000002	000003	20
000002	000004	14
000002	000008	1
000002	000009	2
000002	000089	1
000002	000161	1
000002	000168	1
000002	000242	1
000002	000270	1
000002	000589	2
000002	001176	2
000002	001278	2
000002	001373	1
000002	001449	1
000002	001613	1
000002	001757	1
000002	002076	1
000002	003763	1
000002	003958	2
000002	006185	1
000002	006189	1
000002	006496	1
000002	006804	1
000002	007651	1
000002	007691	2
000002	008149	2
000002	008221	4
000002	008227	1
000002	008251	1
000002	008326	1
000002	008714	2
000002	009084	2
000002	009088	1
000002	009154	1
000002	009157	1
000002	009460	1
000002	009527	1
000002	009528	2
000002	009529	2
000002	009549	1
000002	009644	1
000002	010922	1
000002	011063	1
000002	011435	3
000002	011515	1
000002	011616	1
000002	011637	1
000002	011698	1
000002	011733	6
000002	011735	5
000002	012007	3
000002	012170	1
000002	012220	1
000002	012296	1
000002	012539	1
000002	012565	1
000002	013246	1
000002	014087	1
000002	015053	1
000002	015597	1
000002	015942	1
000002	016568	1
000002	017465	1
000002	018275	1
000002	018756	1
000002	019120	2
000002	019142	1
000002	019145	1
000002	019302	4
000002	019418	1
000002	019650	1
000002	021392	6
000002	021802	1
000002	022412	1
000002	023289	1
000002	024761	1
000002	025581	1
000002	025878	5
000002	026089	1
000002	026568	1
000002	026896	2
000002	027145	1
000002	027316	3
000002	027374	1
000002	027396	1
000002	027940	1
000002	028151	2
000002	028175	2
000002	028430	1
000002	028634	2
000002	028650	4
000002	028693	1
000002	028955	1
000002	029381	1
000002	029473	1
000002	029508	1
000002	029518	1
000002	029570	5
000002	029577	2
